桩号(km),左高程(mm),右高程(mm),速度(m/s)
3.94040,68.08,,12.77
3.94050,68.07,,12.61
3.94060,68.02,,12.57
3.94070,67.76,,12.57
3.94080,67.61,,13.02
3.94090,67.33,,13.19
3.94100,67.27,,13.24
3.94110,67.20,,13.27
3.94120,66.88,,13.09
3.94130,66.22,,12.98
3.94140,65.12,,12.81
3.94150,64.24,,12.84
3.94160,63.59,,13.02
3.94170,62.74,,13.34
3.94180,62.27,,13.41
3.94190,61.91,,13.39
3.94200,61.62,,13.41
3.94210,61.75,,13.09
3.94220,61.42,,12.84
3.94230,60.66,,12.81
3.94240,60.31,,12.84
3.94250,60.46,,13.09
3.94260,60.72,,13.12
3.94270,60.99,,13.34
3.94280,61.30,,13.24
3.94290,61.74,,13.05
3.94300,61.90,,12.95
3.94310,62.28,,12.98
3.94320,62.77,,13.02
3.94330,63.49,,12.91
3.94340,64.46,,13.09
3.94350,65.11,,13.19
3.94360,64.82,,13.31
3.94370,64.38,,13.27
3.94380,63.87,,13.27
3.94390,62.54,,13.02
3.94400,61.44,,12.98
3.94410,60.56,,13.02
3.94420,60.47,,13.19
3.94430,60.71,,13.24
3.94440,61.18,,13.34
3.94450,61.95,,13.31
3.94460,62.90,,13.34
3.94470,63.67,,13.12
3.94480,64.08,,13.16
3.94490,64.29,,13.05
3.94500,64.31,,13.09
3.94510,64.03,,13.27
3.94520,63.20,,13.24
3.94530,61.72,,13.27
3.94540,60.47,,13.16
3.94550,59.20,,12.98
3.94560,58.43,,13.02
3.94570,58.02,,12.98
3.94580,57.61,,12.98
3.94590,57.71,,13.24
3.94600,57.89,,13.19
3.94610,58.32,,13.24
3.94620,59.33,,13.19
3.94630,60.86,,13.24
3.94640,62.35,,13.19
3.94650,63.63,,13.31
3.94660,64.22,,13.34
3.94670,64.62,,13.41
3.94680,64.92,,13.46
3.94690,65.01,,13.41
3.94700,64.70,,13.39
3.94710,64.35,,13.27
3.94720,64.54,,13.09
3.94730,64.09,,13.12
3.94740,63.24,,12.95
3.94750,62.37,,12.84
3.94760,62.21,,13.09
3.94770,62.22,,13.12
3.94780,61.29,,13.41
3.94790,59.92,,13.46
3.94800,58.36,,13.49
3.94810,56.98,,13.39
3.94820,55.76,,13.19
3.94830,54.77,,13.24
3.94840,53.88,,13.05
3.94850,53.20,,13.16
3.94860,52.81,,13.41
3.94870,52.64,,13.49
3.94880,52.00,,13.61
3.94890,51.43,,13.64
3.94900,51.53,,13.54
3.94910,51.84,,13.56
3.94920,52.52,,13.24
3.94930,53.32,,13.12
3.94940,54.97,,13.09
3.94950,56.46,,12.98
3.94960,57.04,,13.24
3.94970,56.96,,13.41
3.94980,55.68,,13.64
3.94990,54.19,,13.77
3.95000,53.12,,13.56
3.95010,52.74,,13.24
3.95020,52.55,,13.19
3.95030,52.77,,13.02
3.95040,52.44,,13.12
3.95050,52.14,,13.31
3.95060,51.73,,13.49
3.95070,51.17,,13.72
3.95080,50.55,,13.77
3.95090,50.21,,13.64
3.95100,50.22,,13.69
3.95110,50.53,,13.27
3.95120,50.95,,13.16
3.95130,51.94,,13.05
3.95140,52.91,,13.24
3.95150,53.02,,13.41
3.95160,53.14,,13.54
3.95170,53.33,,13.72
3.95180,53.43,,13.72
3.95190,53.04,,13.69
3.95200,51.87,,13.72
3.95210,50.42,,13.54
3.95220,49.56,,13.41
3.95230,48.89,,13.24
3.95240,48.46,,13.27
3.95250,48.47,,13.24
3.95260,48.26,,13.12
3.95270,47.98,,13.27
3.95280,48.35,,13.39
3.95290,49.01,,13.72
3.95300,49.77,,13.69
3.95310,50.84,,13.56
3.95320,52.77,,13.46
3.95330,54.73,,13.34
3.95340,56.18,,13.31
3.95350,56.59,,13.34
3.95360,56.28,,13.54
3.95370,55.78,,13.56
3.95380,54.92,,13.96
3.95390,53.25,,13.93
3.95400,51.31,,14.04
3.95410,50.19,,13.85
3.95420,49.28,,13.72
3.95430,47.76,,13.31
3.95440,46.86,,12.98
3.95450,46.91,,12.81
3.95460,47.71,,12.77
3.95470,48.45,,13.12
3.95480,49.10,,13.24
3.95490,49.99,,13.56
3.95500,50.50,,14.01
3.95510,51.11,,14.20
3.95520,51.32,,14.18
3.95530,51.53,,14.12
3.95540,52.22,,13.61
3.95550,53.25,,13.27
3.95560,54.19,,13.02
3.95570,55.14,,12.98
3.95580,56.02,,13.41
3.95590,56.27,,13.77
3.95600,55.94,,14.04
3.95610,55.46,,14.18
3.95620,55.37,,13.88
3.95630,55.72,,13.69
3.95640,55.98,,13.27
3.95650,55.48,,13.09
3.95660,54.68,,13.12
3.95670,53.75,,13.41
3.95680,52.58,,13.69
3.95690,51.49,,13.88
3.95700,50.44,,14.01
3.95710,49.87,,13.88
3.95720,49.70,,13.54
3.95730,49.51,,13.41
3.95740,49.41,,13.24
3.95750,49.38,,13.27
3.95760,49.28,,13.39
3.95770,49.29,,13.72
3.95780,49.60,,13.88
3.95790,50.15,,14.18
3.95800,50.22,,14.04
3.95810,50.52,,13.69
3.95820,50.76,,13.56
3.95830,51.57,,13.24
3.95840,52.87,,13.12
3.95850,54.13,,13.39
3.95860,55.27,,13.64
3.95870,55.12,,13.88
3.95880,54.96,,13.93
3.95890,54.93,,14.12
3.95900,54.23,,13.77
3.95910,52.58,,13.80
3.95920,51.40,,13.77
3.95930,50.20,,13.72
3.95940,46.83,,13.54
3.95950,46.98,,13.41
3.95960,47.61,,13.54
3.95970,48.22,,13.56
3.95980,48.93,,13.88
3.95990,49.64,,13.69
3.96000,50.64,,13.72
3.96010,50.84,,13.61
3.96020,50.99,,13.80
3.96030,50.96,,13.69
3.96040,50.84,,13.88
3.96050,50.68,,13.85
3.96060,50.80,,13.88
3.96070,51.91,,13.85
3.96080,52.60,,13.56
3.96090,53.06,,13.56
3.96100,53.29,,13.39
3.96110,53.25,,13.56
3.96120,52.88,,13.69
3.96130,52.37,,13.96
3.96140,51.15,,14.27
3.96150,49.75,,14.37
3.96160,48.50,,14.35
3.96170,47.20,,14.04
3.96180,46.44,,13.72
3.96190,45.97,,13.24
3.96200,45.97,,13.19
3.96210,46.44,,13.02
3.96220,47.31,,13.27
3.96230,47.92,,13.69
3.96240,48.22,,14.04
3.96250,48.23,,14.18
3.96260,48.68,,14.37
3.96270,48.96,,14.01
3.96280,48.84,,13.72
3.96290,49.04,,13.27
3.96300,49.85,,13.46
3.96310,50.76,,13.49
3.96320,50.91,,13.85
3.96330,51.21,,14.20
3.96340,51.73,,14.53
3.96350,52.92,,14.72
3.96360,54.18,,14.53
3.96370,54.80,,14.04
3.96380,55.05,,13.64
3.96390,55.52,,13.24
3.96400,56.19,,13.05
3.96410,56.51,,13.09
3.96420,56.16,,13.49
3.96430,55.04,,13.77
3.96440,54.05,,14.04
3.96450,53.12,,14.35
3.96460,52.34,,14.37
3.96470,51.51,,14.18
3.96480,50.46,,13.88
3.96490,49.94,,13.72
3.96500,49.96,,13.54
3.96510,50.57,,13.56
3.96520,51.45,,13.54
3.96530,52.62,,13.88
3.96540,53.53,,14.01
3.96550,54.19,,14.04
3.96560,54.25,,14.18
3.96570,54.15,,14.20
3.96580,53.75,,14.20
3.96590,52.91,,14.01
3.96600,52.05,,14.04
3.96610,51.49,,13.69
3.96620,51.39,,13.72
3.96630,52.00,,13.39
3.96640,52.90,,13.41
3.96650,53.52,,13.69
3.96660,53.40,,13.88
3.96670,53.49,,14.18
3.96680,54.23,,14.12
3.96690,55.01,,14.12
3.96700,55.53,,14.18
3.96710,55.72,,14.20
3.96720,55.97,,14.18
3.96730,55.79,,13.88
3.96740,55.93,,13.61
3.96750,56.90,,13.41
3.96760,58.57,,13.46
3.96770,60.31,,13.56
3.96780,61.54,,13.88
3.96790,62.93,,14.01
3.96800,64.62,,14.20
3.96810,66.28,,14.10
3.96820,68.31,,13.88
3.96830,70.79,,13.77
3.96840,72.78,,13.56
3.96850,74.01,,13.85
3.96860,74.86,,14.04
3.96870,75.29,,14.35
3.96880,75.45,,14.90
3.96890,75.34,,14.90
3.96900,74.28,,14.71
3.96910,72.51,,14.63
3.96920,71.03,,14.27
3.96930,68.69,,13.72
3.96940,67.01,,13.09
3.96950,65.88,,12.84
3.96960,65.68,,12.95
3.96970,65.76,,13.19
3.96980,65.31,,13.64
3.96990,65.12,,14.01
3.97000,64.57,,14.20
3.97010,64.62,,14.27
3.97020,64.77,,14.29
3.97030,65.19,,14.01
3.97040,65.68,,14.12
3.97050,66.38,,14.18
3.97060,66.60,,14.29
3.97070,66.47,,14.71
3.97080,66.80,,14.72
3.97090,67.33,,14.72
3.97100,67.99,,14.62
3.97110,68.51,,14.29
3.97120,68.69,,13.69
3.97130,69.11,,13.27
3.97140,69.95,,13.24
3.97150,70.66,,13.19
3.97160,71.28,,13.46
3.97170,71.92,,13.88
3.97180,72.18,,14.04
3.97190,72.51,,14.01
3.97200,72.91,,14.04
3.97210,72.56,,13.54
3.97220,72.64,,13.19
3.97230,73.57,,13.16
3.97240,74.59,,13.49
3.97250,75.40,,13.93
3.97260,76.13,,14.90
3.97270,75.38,,15.27
3.97280,73.80,,15.88
3.97290,71.76,,15.68
3.97300,70.37,,15.47
3.97310,69.45,,14.90
3.97320,69.36,,14.01
3.97330,69.34,,13.12
3.97340,69.09,,12.54
3.97350,68.99,,12.71
3.97360,68.80,,13.09
3.97370,68.31,,13.88
3.97380,67.98,,14.37
3.97390,67.78,,14.71
3.97400,67.58,,14.81
3.97410,66.47,,14.44
3.97420,65.55,,14.12
3.97430,64.72,,13.69
3.97440,63.61,,13.49
3.97450,63.40,,13.54
3.97460,63.04,,13.88
3.97470,62.88,,14.27
3.97480,62.53,,14.63
3.97490,61.34,,14.90
3.97500,60.16,,14.53
3.97510,58.83,,14.54
3.97520,58.57,,14.01
3.97530,58.80,,13.88
3.97540,58.56,,13.69
3.97550,58.25,,13.88
3.97560,57.51,,14.10
3.97570,57.18,,14.29
3.97580,56.57,,14.72
3.97590,55.47,,14.53
3.97600,53.99,,14.20
3.97610,52.62,,13.85
3.97620,51.95,,13.56
3.97630,50.98,,13.39
3.97640,50.07,,13.49
3.97650,49.13,,13.93
3.97660,48.90,,14.37
3.97670,49.26,,15.08
3.97680,49.32,,15.28
3.97690,49.70,,15.28
3.97700,50.01,,14.89
3.97710,50.18,,14.20
3.97720,49.64,,13.69
3.97730,47.61,,13.41
3.97740,45.53,,13.39
3.97750,43.94,,13.72
3.97760,42.42,,14.18
3.97770,41.66,,14.54
3.97780,41.63,,14.90
3.97790,42.01,,15.08
3.97800,42.70,,14.72
3.97810,43.73,,14.53
3.97820,45.19,,14.20
3.97830,46.74,,13.69
3.97840,47.91,,13.41
3.97850,48.19,,13.69
3.97860,47.81,,13.88
3.97870,46.50,,14.18
3.97880,44.75,,14.37
3.97890,43.16,,14.54
3.97900,41.87,,14.35
3.97910,40.93,,14.37
3.97920,40.13,,14.18
3.97930,38.92,,14.04
3.97940,38.13,,14.01
3.97950,37.61,,14.04
3.97960,37.24,,13.93
3.97970,36.90,,13.96
3.97980,36.93,,13.88
3.97990,37.60,,14.01
3.98000,38.36,,14.04
3.98010,39.66,,14.18
3.98020,40.55,,14.04
3.98030,41.29,,14.44
3.98040,41.46,,14.63
3.98050,40.80,,14.89
3.98060,39.84,,15.09
3.98070,38.84,,14.89
3.98080,37.96,,14.72
3.98090,37.49,,14.37
3.98100,37.16,,13.69
3.98110,37.14,,13.34
3.98120,37.57,,13.02
3.98130,38.25,,13.12
3.98140,38.25,,13.54
3.98150,37.28,,14.04
3.98160,35.75,,14.53
3.98170,34.64,,14.54
3.98180,34.13,,14.72
3.98190,33.72,,14.71
3.98200,33.56,,14.54
3.98210,34.13,,14.27
3.98220,34.60,,14.12
3.98230,34.11,,14.18
3.98240,33.28,,14.37
3.98250,32.12,,14.44
3.98260,30.95,,14.63
3.98270,30.15,,14.71
3.98280,30.08,,14.90
3.98290,30.50,,14.54
3.98300,30.01,,14.18
3.98310,30.08,,13.72
3.98320,30.62,,13.69
3.98330,31.38,,13.41
3.98340,31.87,,13.69
3.98350,32.10,,13.88
3.98360,31.52,,13.93
3.98370,30.00,,14.12
3.98380,28.53,,14.37
3.98390,26.76,,14.18
3.98400,25.26,,14.37
3.98410,23.98,,14.18
3.98420,22.92,,14.12
3.98430,22.20,,14.18
3.98440,21.68,,14.46
3.98450,21.86,,14.89
3.98460,22.29,,15.48
3.98470,23.20,,15.47
3.98480,24.59,,15.48
3.98490,26.10,,15.00
3.98500,28.14,,14.44
3.98510,29.60,,13.64
3.98520,29.52,,13.24
3.98530,28.55,,13.19
3.98540,27.67,,13.46
3.98550,27.40,,13.88
3.98560,27.49,,13.93
3.98570,28.38,,14.12
3.98580,29.22,,14.12
3.98590,30.11,,14.35
3.98600,30.70,,14.46
3.98610,30.84,,14.80
3.98620,30.83,,14.90
3.98630,31.24,,14.89
3.98640,32.06,,14.90
3.98650,32.58,,14.71
3.98660,33.03,,14.37
3.98670,32.43,,14.18
3.98680,31.34,,13.88
3.98690,30.69,,14.04
3.98700,30.26,,14.01
3.98710,30.10,,13.88
3.98720,29.66,,14.01
3.98730,29.56,,14.20
3.98740,29.66,,14.27
3.98750,29.58,,14.12
3.98760,29.95,,14.18
3.98770,29.88,,14.12
3.98780,29.54,,14.10
3.98790,28.83,,14.04
3.98800,28.20,,14.20
3.98810,27.78,,14.53
3.98820,27.31,,14.54
3.98830,27.42,,14.80
3.98840,28.07,,14.63
3.98850,28.72,,14.53
3.98860,29.91,,14.29
3.98870,30.95,,13.93
3.98880,31.64,,13.88
3.98890,31.67,,13.64
3.98900,32.07,,13.77
3.98910,32.86,,14.04
3.98920,33.87,,14.18
3.98930,34.94,,14.54
3.98940,35.77,,14.53
3.98950,36.47,,14.37
3.98960,35.85,,14.44
3.98970,34.68,,14.29
3.98980,33.12,,14.18
3.98990,31.19,,14.04
3.99000,29.67,,14.04
3.99010,28.51,,14.01
3.99020,27.96,,14.04
3.99030,27.77,,14.18
3.99040,28.09,,14.37
3.99050,28.69,,14.71
3.99060,29.57,,14.90
3.99070,30.86,,15.08
3.99080,31.74,,15.09
3.99090,32.31,,14.54
3.99100,32.69,,14.18
3.99110,33.12,,13.88
3.99120,33.66,,13.54
3.99130,34.58,,13.27
3.99140,35.88,,13.61
3.99150,37.31,,13.88
3.99160,38.45,,14.27
3.99170,39.13,,14.72
3.99180,39.19,,14.89
3.99190,39.53,,14.90
3.99200,40.01,,14.72
3.99210,40.30,,14.35
3.99220,40.26,,14.37
3.99230,39.84,,14.35
3.99240,38.90,,14.20
3.99250,37.95,,14.35
3.99260,37.04,,14.37
3.99270,36.61,,14.53
3.99280,36.93,,14.54
3.99290,37.60,,14.20
3.99300,38.81,,14.01
3.99310,40.26,,13.96
3.99320,41.35,,14.10
3.99330,42.50,,14.20
3.99340,43.34,,14.35
3.99350,44.31,,14.37
3.99360,45.50,,14.18
3.99370,47.16,,14.04
3.99380,49.26,,13.85
3.99390,51.35,,13.64
3.99400,53.10,,13.64
3.99410,54.07,,13.85
3.99420,54.49,,14.37
3.99430,53.92,,14.71
3.99440,53.44,,15.09
3.99450,53.69,,15.47
3.99460,53.73,,15.48
3.99470,53.60,,15.08
3.99480,53.35,,14.54
3.99490,53.13,,14.20
3.99500,52.81,,13.69
3.99510,52.18,,13.80
3.99520,50.61,,13.77
3.99530,48.63,,13.88
3.99540,47.29,,14.18
3.99550,46.22,,14.20
3.99560,45.67,,14.18
3.99570,45.44,,13.88
3.99580,44.85,,14.01
3.99590,44.36,,13.88
3.99600,43.84,,14.04
3.99610,43.42,,14.01
3.99620,43.64,,14.37
3.99630,43.26,,14.35
3.99640,42.88,,14.46
3.99650,42.78,,14.62
3.99660,43.02,,14.54
3.99670,43.12,,14.71
3.99680,43.26,,14.37
3.99690,43.82,,14.37
3.99700,44.42,,14.53
3.99710,44.74,,14.72
3.99720,44.97,,14.71
3.99730,45.91,,14.54
3.99740,47.36,,14.27
3.99750,48.27,,13.96
3.99760,48.52,,13.69
3.99770,48.74,,13.72
3.99780,48.34,,13.54
3.99790,47.94,,13.88
3.99800,48.42,,14.04
3.99810,49.32,,14.35
3.99820,49.96,,14.54
3.99830,50.51,,14.71
3.99840,51.07,,14.90
3.99850,51.79,,14.89
3.99860,52.84,,14.72
3.99870,54.17,,14.71
3.99880,55.72,,14.54
3.99890,56.79,,14.04
3.99900,56.42,,13.85
3.99910,55.96,,13.72
3.99920,56.09,,13.85
3.99930,56.00,,13.88
3.99940,55.66,,14.01
3.99950,54.50,,14.37
3.99960,52.42,,14.53
3.99970,50.23,,14.90
3.99980,48.69,,14.71
3.99990,47.60,,14.54
4.00000,47.01,,14.29
4.00010,47.05,,14.10
4.00020,46.63,,14.04
4.00030,45.84,,14.01
4.00040,44.26,,14.04
4.00050,43.60,,14.35
4.00060,43.21,,14.63
4.00070,42.87,,14.62
4.00080,42.81,,14.54
4.00090,41.99,,14.37
4.00100,41.30,,14.35
4.00110,40.30,,14.12
4.00120,38.70,,13.93
4.00130,37.67,,13.72
4.00140,37.20,,13.85
4.00150,37.15,,13.88
4.00160,37.25,,14.35
4.00170,37.38,,14.54
4.00180,37.07,,14.71
4.00190,37.20,,15.09
4.00200,36.53,,14.90
4.00210,35.25,,14.89
4.00220,34.36,,14.90
4.00230,33.26,,14.53
4.00240,31.14,,14.12
4.00250,29.37,,13.93
4.00260,28.41,,13.88
4.00270,27.86,,13.85
4.00280,27.39,,13.88
4.00290,26.53,,14.04
4.00300,26.06,,14.10
4.00310,25.76,,14.12
4.00320,25.77,,14.18
4.00330,25.30,,14.12
4.00340,24.98,,14.10
4.00350,25.19,,14.37
4.00360,25.41,,14.71
4.00370,25.78,,14.72
4.00380,26.33,,14.71
4.00390,27.10,,14.90
4.00400,27.44,,14.72
4.00410,27.30,,14.89
4.00420,26.64,,14.54
4.00430,26.65,,14.35
4.00440,27.14,,14.37
4.00450,27.56,,14.35
4.00460,27.01,,14.37
4.00470,25.85,,14.18
4.00480,25.36,,14.04
4.00490,24.85,,13.96
4.00500,24.55,,13.93
4.00510,23.71,,13.88
4.00520,22.32,,14.01
4.00530,21.45,,14.37
4.00540,20.21,,14.35
4.00550,19.21,,14.54
4.00560,19.11,,14.53
4.00570,19.56,,14.54
4.00580,20.08,,14.35
4.00590,20.76,,14.29
4.00600,21.31,,14.29
4.00610,21.11,,14.35
4.00620,20.22,,14.72
4.00630,20.11,,14.71
4.00640,20.33,,14.72
4.00650,20.48,,14.71
4.00660,20.95,,14.72
4.00670,21.26,,14.35
4.00680,21.49,,13.88
4.00690,21.39,,13.72
4.00700,20.38,,13.61
4.00710,19.29,,13.80
4.00720,19.24,,14.01
4.00730,18.85,,14.20
4.00740,18.43,,14.53
4.00750,18.50,,14.54
4.00760,18.32,,14.71
4.00770,18.36,,14.54
4.00780,18.65,,14.44
4.00790,19.34,,14.37
4.00800,20.50,,14.29
4.00810,21.38,,14.27
4.00820,21.32,,14.46
4.00830,20.86,,14.53
4.00840,20.81,,14.54
4.00850,20.55,,14.71
4.00860,20.80,,14.54
4.00870,21.03,,14.35
4.00880,20.91,,13.96
4.00890,20.75,,13.80
4.00900,20.85,,13.77
4.00910,21.08,,13.96
4.00920,20.99,,14.18
4.00930,21.04,,14.29
4.00940,21.10,,14.44
4.00950,21.29,,14.63
4.00960,21.33,,14.62
4.00970,21.31,,14.54
4.00980,20.36,,14.53
4.00990,19.77,,14.20
4.01000,19.41,,14.20
4.01010,19.38,,14.18
4.01020,19.27,,14.04
4.01030,19.08,,14.18
4.01040,18.98,,14.37
4.01050,17.64,,14.18
4.01060,16.19,,14.54
4.01070,15.80,,14.35
4.01080,15.13,,14.37
4.01090,15.55,,14.20
4.01100,16.22,,14.18
4.01110,16.71,,14.20
4.01120,17.03,,14.18
4.01130,17.70,,14.20
4.01140,18.19,,14.35
4.01150,18.84,,14.54
4.01160,19.53,,14.71
4.01170,19.95,,14.46
4.01180,20.27,,14.44
4.01190,20.71,,14.12
4.01200,21.14,,13.88
4.01210,21.21,,13.93
4.01220,21.32,,13.88
4.01230,21.60,,14.01
4.01240,21.92,,14.37
4.01250,22.39,,14.35
4.01260,22.93,,14.54
4.01270,23.92,,14.35
4.01280,25.27,,14.37
4.01290,26.70,,14.20
4.01300,27.90,,14.18
4.01310,28.61,,14.20
4.01320,28.97,,13.85
4.01330,28.78,,14.20
4.01340,28.86,,14.18
4.01350,28.67,,14.54
4.01360,28.27,,14.35
4.01370,27.97,,14.54
4.01380,27.53,,14.18
4.01390,26.97,,14.37
4.01400,26.25,,13.88
4.01410,25.57,,14.01
4.01420,25.39,,13.88
4.01430,25.57,,14.18
4.01440,25.82,,14.29
4.01450,25.17,,14.27
4.01460,24.58,,14.37
4.01470,24.66,,14.35
4.01480,23.52,,14.20
4.01490,22.51,,14.10
4.01500,21.46,,14.12
4.01510,20.40,,13.88
4.01520,19.34,,14.01
4.01530,18.44,,14.20
4.01540,17.94,,14.35
4.01550,17.22,,14.72
4.01560,16.84,,14.71
4.01570,16.43,,14.72
4.01580,16.11,,14.71
4.01590,15.72,,14.37
4.01600,14.94,,14.12
4.01610,14.11,,13.93
4.01620,13.24,,13.88
4.01630,13.08,,13.93
4.01640,13.34,,14.12
4.01650,13.98,,14.35
4.01660,15.47,,14.46
4.01670,17.12,,14.44
4.01680,18.52,,14.37
4.01690,19.60,,14.35
4.01700,20.45,,14.04
4.01710,21.54,,14.04
4.01720,22.27,,14.01
4.01730,22.77,,14.20
4.01740,23.55,,14.53
4.01750,24.07,,14.37
4.01760,24.01,,14.35
4.01770,23.97,,14.37
4.01780,23.72,,14.35
4.01790,23.70,,14.20
4.01800,23.92,,13.96
4.01810,24.19,,13.93
4.01820,24.24,,13.88
4.01830,24.08,,14.01
4.01840,23.47,,14.37
4.01850,22.79,,14.62
4.01860,22.59,,14.63
4.01870,22.32,,14.53
4.01880,22.74,,14.37
4.01890,23.42,,14.18
4.01900,23.54,,14.04
4.01910,23.14,,14.20
4.01920,22.73,,14.01
4.01930,22.54,,14.20
4.01940,22.57,,14.18
4.01950,22.67,,14.04
4.01960,22.76,,14.01
4.01970,23.42,,14.04
4.01980,24.55,,13.85
4.01990,25.30,,13.80
4.02000,26.03,,13.80
4.02010,26.95,,13.77
4.02020,26.62,,13.96
4.02030,25.20,,14.18
4.02040,24.07,,14.37
4.02050,23.04,,14.62
4.02060,23.53,,14.46
4.02070,23.75,,14.53
4.02080,24.39,,14.37
4.02090,24.88,,14.18
4.02100,26.07,,14.20
4.02110,27.73,,14.12
4.02120,28.69,,14.27
4.02130,29.39,,14.37
4.02140,30.20,,14.18
4.02150,30.22,,14.20
4.02160,29.66,,13.85
4.02170,28.85,,13.72
4.02180,27.91,,13.54
4.02190,27.69,,13.41
4.02200,27.63,,13.56
4.02210,27.84,,13.69
4.02220,28.44,,14.04
4.02230,28.82,,14.53
4.02240,28.54,,14.72
4.02250,27.97,,14.89
4.02260,27.81,,14.90
4.02270,27.89,,14.53
4.02280,28.23,,14.20
4.02290,28.60,,13.85
4.02300,28.60,,13.64
4.02310,29.00,,13.80
4.02320,28.69,,14.01
4.02330,27.83,,14.37
4.02340,26.73,,14.71
4.02350,25.51,,14.72
4.02360,24.70,,14.62
4.02370,24.10,,14.29
4.02380,23.80,,13.69
4.02390,23.51,,13.27
4.02400,23.25,,13.27
4.02410,23.31,,13.39
4.02420,23.65,,13.72
4.02430,24.13,,14.18
4.02440,24.34,,14.72
4.02450,23.86,,14.71
4.02460,23.62,,14.72
4.02470,23.42,,14.44
4.02480,23.02,,14.12
4.02490,22.76,,13.85
4.02500,23.15,,13.72
4.02510,24.02,,13.64
4.02520,24.65,,13.93
4.02530,25.29,,14.12
4.02540,25.96,,14.44
4.02550,26.49,,14.72
4.02560,26.44,,14.53
4.02570,26.66,,14.46
4.02580,27.16,,14.27
4.02590,27.84,,13.88
4.02600,28.47,,13.56
4.02610,28.88,,13.69
4.02620,29.05,,13.64
4.02630,29.09,,13.77
4.02640,29.60,,14.04
4.02650,30.21,,14.18
4.02660,30.33,,14.04
4.02670,30.36,,14.01
4.02680,30.25,,14.04
4.02690,30.18,,14.01
4.02700,30.47,,14.04
4.02710,30.39,,14.04
4.02720,30.04,,14.01
4.02730,29.71,,14.20
4.02740,29.47,,14.35
4.02750,29.19,,14.37
4.02760,28.84,,14.35
4.02770,28.71,,14.29
4.02780,28.79,,14.10
4.02790,29.22,,13.88
4.02800,29.97,,13.72
4.02810,30.72,,13.54
4.02820,31.79,,13.41
4.02830,32.94,,13.61
4.02840,34.23,,13.64
4.02850,35.52,,13.93
4.02860,36.11,,14.12
4.02870,37.08,,14.18
4.02880,38.16,,14.37
4.02890,38.87,,14.53
4.02900,39.90,,14.37
4.02910,40.51,,14.04
4.02920,40.91,,13.93
4.02930,40.98,,13.80
4.02940,40.56,,13.54
4.02950,39.79,,13.64
4.02960,39.51,,13.69
4.02970,39.88,,13.96
4.02980,40.41,,14.01
4.02990,40.92,,14.20
4.03000,41.03,,14.37
4.03010,40.20,,14.01
4.03020,39.14,,14.04
4.03030,39.34,,13.85
4.03040,39.15,,13.88
4.03050,37.99,,13.69
4.03060,37.22,,13.72
4.03070,37.31,,13.69
4.03080,37.38,,13.88
4.03090,37.45,,14.01
4.03100,36.66,,14.20
4.03110,35.30,,14.37
4.03120,34.89,,14.35
4.03130,34.61,,14.29
4.03140,35.03,,14.10
4.03150,35.98,,13.72
4.03160,37.06,,13.54
4.03170,37.80,,13.41
4.03180,38.19,,13.54
4.03190,38.38,,13.56
4.03200,38.56,,13.72
4.03210,39.16,,14.01
4.03220,40.10,,14.04
4.03230,40.96,,14.18
4.03240,42.05,,14.20
4.03250,43.36,,14.18
4.03260,44.66,,14.04
4.03270,46.37,,14.18
4.03280,47.91,,14.04
4.03290,49.32,,14.01
4.03300,50.45,,13.88
4.03310,51.65,,13.96
4.03320,52.41,,13.93
4.03330,53.39,,13.72
4.03340,53.99,,13.61
4.03350,54.34,,13.49
4.03360,54.67,,13.54
4.03370,54.66,,13.49
4.03380,54.78,,13.61
4.03390,54.84,,13.72
4.03400,55.46,,13.72
4.03410,55.28,,14.01
4.03420,55.51,,14.04
4.03430,55.84,,14.10
4.03440,56.25,,14.12
4.03450,56.81,,13.85
4.03460,57.22,,13.72
4.03470,57.95,,13.69
4.03480,58.42,,13.64
4.03490,58.87,,13.46
4.03500,59.45,,13.72
4.03510,59.25,,13.88
4.03520,58.33,,13.85
4.03530,57.67,,14.04
4.03540,57.35,,13.85
4.03550,57.08,,13.80
4.03560,56.55,,13.61
4.03570,56.03,,13.41
4.03580,55.71,,13.31
4.03590,55.21,,13.19
4.03600,54.93,,13.41
4.03610,54.62,,13.69
4.03620,54.24,,13.88
4.03630,54.01,,14.01
4.03640,53.12,,14.04
4.03650,52.29,,13.69
4.03660,51.14,,13.88
4.03670,51.03,,13.54
4.03680,51.17,,13.56
4.03690,51.72,,13.54
4.03700,52.90,,13.72
4.03710,53.90,,13.88
4.03720,54.45,,13.85
4.03730,54.31,,13.88
4.03740,54.21,,13.85
4.03750,54.31,,13.88
4.03760,54.34,,13.54
4.03770,54.42,,13.41
4.03780,54.28,,13.24
4.03790,54.28,,13.41
4.03800,54.38,,13.56
4.03810,54.96,,13.93
4.03820,55.83,,14.12
4.03830,57.27,,14.18
4.03840,58.78,,14.04
4.03850,59.33,,14.01
4.03860,59.43,,13.64
4.03870,58.99,,13.46
4.03880,58.56,,13.19
4.03890,58.56,,13.16
4.03900,59.10,,13.27
4.03910,59.75,,13.41
4.03920,60.61,,13.54
4.03930,60.67,,14.04
4.03940,60.23,,14.18
4.03950,59.68,,14.12
4.03960,59.15,,14.10
4.03970,59.20,,13.88
4.03980,59.34,,13.54
4.03990,60.00,,13.41
4.04000,61.10,,13.27
4.04010,61.65,,13.54
